"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Hazy_Script.txt:51","……っと。わたしたちが ここで
何してたかも ちゃんと覚えてるよね？","Do you remember anything, like where we are,
or what we were doing?","a0_010_0312","False","","",""
"Hazy_Script.txt:52","え……？ 何その 不安そうな顔。
やだやだ 冗談やめてよ！ 怖い 怖い！","Oh no, you look so confused... You're messing
with me, right? Stop it! You're scaring me!","a0_010_0313","False","","",""
"Hazy_Script.txt:53","ちょっとさ……落ち着いて。
とりあえず あたりをよく見てみ？ ね？","All right, let's just calm down.
Take a good look around you, okay?","a0_010_0314","False","","",""
"Hazy_Script.txt:54","えっ……？","Huh...?","a0_010_0315","False","","",""
"Hazy_Script.txt:55","え……あれ？ わたし その話
興家くんに してたっけ……？","Wait a second...
When did I tell you about that?","a0_010_0316","False","","",""
"Hazy_Script.txt:56","……でも 知ってるってことは
話してたのかな……？ ん～？","I mean...I guess I must have, seeing as you know
that name, but... Weird.","a0_010_0317","False","","",""
"Hazy_Script.txt:57","まだちょっと 頭がハッキリしてないみたいだし
とりあえず あたりを よく確認してみよっか？","Anyway, you still seem a little out of it.
Why don't you look around a bit more?","a0_010_0318","False","","",""
"Hazy_Script.txt:58","[s0]あたりを見回して
調べたいところを お選びください。
話ができる人がいる場合は
[c3]顔[c0]を選ぶことで 会話をいたします。","[s0]Look around and select things you want to investigate.
You can converse with people by selecting their [c3]faces[c0].","a0_010_0319","False","","",""
"Hazy_Script.txt:59","いやあ 危なかった！ 《蘇りの秘術》を 手に入れる前に
死んだりしたら 元も子もなくなっちゃうところだったよ！","Yikes, that was close! If we'd died before we
got our hands on the Rite of Resurrection,
everything would be over before it started!","a0_010_0320","False","","",""
"Hazy_Script.txt:60","彼女は [c4]福永葉子[c0]だ。
うん……大丈夫。ちゃんと覚えてる。","That's [c4]Yoko Fukunaga[c0].
Good, at least I can remember that much.","a0_010_0321","False","","",""
"Hazy_Script.txt:61","オカルト系が好きな 23歳の家事手伝い。
彼女と出会ったのは １ヶ月ほど前のことだ。","I first met her about a month ago.
She's twenty-three, works as a housekeeper,
and is really into the occult.","a0_010_0322","False","","",""
"Hazy_Script.txt:62","これまでの経緯は……もう少し
[c3]思い出せば[c0] 思い出せるだろう。","If I think harder, I can probably [c3]recall[c0]
a little more about what's going on.","a0_010_0323","False","","",""
"Hazy_Script.txt:63","葉子さんとは 何度か会ってきたが
気が合う……というか 一緒に居て楽しい子だ。","We've only met a few times, but we've really
hit it off. She's a lot of fun to be around.","a0_010_0324","False","","",""
"Hazy_Script.txt:64","まあ……向こうが 何を考えているか わからないし
まだ 交際するとか そういう空気ではないが……","I have no idea how she feels, though. I get the
sense she isn't thinking about me that way
right now.","a0_010_0325","False","","",""
"Hazy_Script.txt:65","明るく活動的で かつ不思議なことが大好き という
少しギャップのある彼女に 惹かれつつある自分がいる。","But I know I've got a thing for bubbly girls
who are into dark things like the occult.","a0_010_0326","False","","",""
"Hazy_Script.txt:66","<cspace=-6px><font=""TELOP"">不思議大好き女子","<color=#ddd>Paranormal Fanatic","a0_010_0327","False","","",""
"Hazy_Script.txt:67","<cspace=-4px><font=""TELOP"">[sruby-50][vruby-12]福永葉子","<cspace=-4px><color=#ddd><font=""TELOP"">福永葉子<cspace=0px>
<voffset=1.1em><font=""MAIN""><space=6px>[x0.4]Yoko Fukunaga","a0_010_0328","False","","",""
"Hazy_Script.txt:68","いた……。","There she is.","a0_010_0329","False","","",""
"Hazy_Script.txt:69","様子を見ていると 福永葉子は 今もまた
砂場を掘り返したり 遊具の裏を覗き込んだり……","She's back to digging up holes in the sandbox
and searching around the playground.","a0_010_0330","False","","",""
"Hazy_Script.txt:70","動物のオブジェに なにやら話しかけては
楽しそうに ぺしぺし叩いたりしていた。","She seems to be enjoying herself, talking to the
animal figures and petting them on their heads.","a0_010_0331","False","","",""
"Hazy_Script.txt:71","それを叩き足りなかったって
ことなのか……？","No animal needs that much petting...","a0_010_0332","False","","",""
"Hazy_Script.txt:72","……まだやってるな……。","Jeez, she's still at it...","a0_010_0333","False","","",""
"Hazy_Script.txt:73","ええと この場所は……","Hmm... Where are we...?","a0_010_0334","False","","",""
"Hazy_Script.txt:74","……そうだ。[c4]東京都墨田区[c0]の
錦糸町の 駅近くにある[c4]錦糸堀公園[c0]で……","Oh, right. This is [c4]Sumida City, Tokyo[c0].
We're at [c4]Kinshibori Park[c0] near Kinshicho Station.","a0_010_0335","False","","",""
"Hazy_Script.txt:75","今日は 彼女から大切な用事があると
頼まれて わざわざやってきたんだ。","Yoko brought me here saying she needed my help
with something important.","a0_010_0336","False","","",""
"Hazy_Script.txt:76","時刻は 深夜の０時を 少し過ぎている。
さすがに 周囲に人の姿は見当たらない。","It's just past midnight.
That explains why there's nobody else around.","a0_010_0337","False","","",""
"Hazy_Script.txt:77","ここは 墨田区の
錦糸町駅近くにある公園だ。","This is the park near Kinshicho Station in Sumida.","a0_010_0338","False","","",""
"Hazy_Script.txt:78","彼女が言うには……","According to Yoko...","a0_010_0339","False","","",""
"Hazy_Script.txt:79","この公園のあたりに 本所七不思議のひとつ
『置いてけ堀』とやらが あったらしい。","The Whispering Canal, one of the Seven Mysteries
of Honjo, is around here somewhere.","a0_010_0340","False","","",""
"Hazy_Script.txt:80","置き去りにされる意味の「置いてけぼり」という
言葉の 語源にもなっているのだとか。","It's apparently the story that the expression
""left at the canal"" originally comes from.","a0_010_0341","False","","",""
"Hazy_Script.txt:81","……どんな話なのかは [c4]資料[c0]に
メモしてあったはずだ。","I think I left myself a note about it.
 I should check my [c4]Files[c0].","a0_010_0342","False","","",""
"Hazy_Script.txt:82","どこにでもある [c4]電話ボックス[c0]だ。
緊急時も使えるよう ずっと明かりが灯されている。","These [c4]telephone booths[c0] are all over town.
The lights are always on so they can be used
in an emergency.","a0_010_0343","False","","",""
"Hazy_Script.txt:83","特徴的な遊具がある。","That's an...interesting-looking playground.","a0_010_0344","False","","",""
"Hazy_Script.txt:84","昼間は 多くの子どもたちと戯れている遊具も
この時間は じっと眠って休んでいるようだ。","I bet it's crawling with kids during the daytime,
but it's kind of peaceful here at night.","a0_010_0345","False","","",""
"Hazy_Script.txt:85","<i>うう……まだ少し 頭が ぼやっとしてる。
いったい どうしたんだ おれ……。","<i>Urgh... I'm still a little woozy.
What the hell is wrong with me?","a0_010_0346","False","","",""
"Hazy_Script.txt:86","<i>ここは……どこだっけか。
先に 周りを 確認しておこう。","<i>Wait... Where am I?
I should take a look around.","a0_010_0347","False","","",""
"Hazy_Script.txt:87","<i>目の前にいる この女性は えっと……
ちゃんと 確認してみるか……。","<i>There's a girl here.
Umm... Who is she?","a0_010_0348","False","","",""
"Hazy_Script.txt:88","<i>ええと……彼女との
これまでの経緯は……。","<i>Let me think... What can I remember...?","a0_010_0349","False","","",""
"Hazy_Script.txt:89","<i>まず 彼女……福永葉子との出会いが
ひと月ほど前 この公園でのことで━━","<i>Okay, her name is Yoko Fukunaga. We met about
a month ago. What's the deal with this park...?","a0_010_0350","False","","",""
"Hazy_Script.txt:90","<i>……そう。おれは 葉子さんに誘われて
七不思議とやらを探すために ここに来ている。","<i>That's right. She asked me to come here to help
her look for one of the Seven Mysteries.","a0_010_0351","False","","",""
"Hazy_Script.txt:91","<i>そういや [c4]《本所七不思議》の内容[c0]は
一応 ぜんぶ 調べといたんだっけ……。","<i>Actually, I think I did some research into the
[c4]Seven Mysteries of Honjo[c0].","a0_010_0352","False","","",""
"Hazy_Script.txt:92","<i>忘れてるかもしれないから 今のうちに
資料を 確認しておいても いいかもな……。","<i>I can't remember all too well. I should check
my Files.","a0_010_0353","False","","",""
"Hazy_Script.txt:93","<i>━━休日の昼間。錦糸町での用件を済ませ
おれは この公園で 軽く休憩していて……","<i>It was around noon on one of my days off.
I had just finished running some errands in
Kinshicho and was here taking a quick break.","a0_010_0354","False","","",""
"Hazy_Script.txt:94","<i>なんとなしに ぼーっと
あたりを 見回していた。","<i>I was just looking around absentmindedly...","a0_010_0355","False","","",""
"Hazy_Script.txt:95","<i>……すると 公園内をウロウロと
歩き回っている彼女が 目に入った。","<i>when I noticed this girl loitering about.","a0_010_0356","False","","",""
"Hazy_Script.txt:96","<i>見ていると 砂場を掘り返したり
遊具の裏を覗き込んだり……","<i>She was digging up holes in the sandbox and
searching around the playground.","a0_010_0357","False","","",""
"Hazy_Script.txt:97","<i>動物のオブジェに なにやら話しかけては
楽しそうに ぺしぺしと叩いたりしていて……","<i>She seemed to be enjoying herself, talking to the
animal figures and petting them on their heads.","a0_010_0358","False","","",""
"Hazy_Script.txt:98","<i>若い女性が ひとりで 何をしているのかと
気になったので なんとなく声をかけてみた。","<i>My curiosity got the better of me before long,
and I struck up a conversation.","a0_010_0359","False","","",""
"Hazy_Script.txt:99","あの。何か 探しものですか……？","Hey. Are you...looking for something?","a0_010_0360","False","","",""
"Hazy_Script.txt:100","……えっ？","Hm...?","a0_010_0361","False","","",""
"Hazy_Script.txt:101","あ……ごめんなさい。
わたし 不審者みたいでしたよね。","Ah... Sorry. I must look like a total weirdo.","a0_010_0362","False","","",""
"Hazy_Script.txt:102","ええと……なんというか。探しもの……
と言われれば まあ そうなんだけども……。","Umm, yeah... I guess you could say I'm looking
for something.","a0_010_0363","False","","",""
"Hazy_Script.txt:103","……よければ 探すの手伝いますけど。","If you want, I could give you a hand.","a0_010_0364","False","","",""
"Hazy_Script.txt:104","おっ！ ホント？ それは助かる！
……けど。","Really!? I mean, that'd be a huge help...but...","a0_010_0365","False","","",""
"Hazy_Script.txt:105","けど……？","But...?","a0_010_0366","False","","",""
"Hazy_Script.txt:106","それって……下町人情ってやつ？
それとも 下心人情のほう？","Are you really just a good Samaritan?
Or are you after...you know...something else?","a0_010_0367","False","","",""
"Hazy_Script.txt:107","えっ……？","Huh...?","a0_010_0368","False","","",""
"Hazy_Script.txt:108","くぅ～っ！ これが 粋で<u>いなせ</u>な 下町人情か～。
困ってる人は 放っておけないんだねえ！ 泣けるねえ。","Oh, wow! My hero! People like you really do
exist! I think I might cry...","a0_010_0369","False","","",""
"Hazy_Script.txt:109","あはは。おにーさん 面白い人だね！
自分からそう言えるなら 大丈夫かな。","Haha. You're funny!
Hey, at least you're up-front about it.","a0_010_0370","False","","",""
"Hazy_Script.txt:110","……じゃ 手伝ってもらっちゃおっかね。
ちょっと 面倒かもしれないけど。","Okay! I guess I'll let you help me! Be warned,
you might regret what you've gotten yourself into.","a0_010_0371","False","","",""
"Hazy_Script.txt:111","ああ 大丈夫。何を探せばいい？
アクセサリーとか？","No worries. What are you looking for, anyway?
Did you lose a bracelet or something?","a0_010_0372","False","","",""
"Hazy_Script.txt:112","ううん。七不思議。
なんせ ここは[c4]『置いてけ堀』[c0]だからね。","Not exactly. I'm searching for one of the Seven
Mysteries. Supposedly, this is the location of
[c4]the Whispering Canal[c0].","a0_010_0373","False","","",""
"Hazy_Script.txt:113","……ほへ？","The what?","a0_010_0374","False","","",""
"Hazy_Script.txt:114","あ しまった。
「ビョーキか？」ってカオされた。","Now I've done it. I bet you think
I'm some kind of lunatic.","a0_010_0375","False","","",""
"Hazy_Script.txt:115","元ネタは [c4]《本所七不思議》[c0]
なんだけど……知らない？","The [c4]Seven Mysteries of Honjo[c0]...
Do you know anything about it?","a0_010_0376","False","","",""
"Hazy_Script.txt:116","このあたりの人なら みんな知ってるもんだと
思ってたけど……そうでもなかったか。","I figured everyone around here would've at least
heard of it, but I guess not.","a0_010_0377","False","","",""
"Hazy_Script.txt:117","[c3]《本所》[c0]っていうのは ここ 東京都墨田区の
南側一帯の 地域を指すんだけど……","[c3]Honjo[c0] is what the southern part of Sumida
is called.","a0_010_0378","False","","",""
"Hazy_Script.txt:118","その昔 墨田区は 本所区と向島区の 南北ふたつの区が
合併してできたことに 由来するわけだね。","A long time ago, this part of Tokyo was split
into two separate cities. The north part was
Mukojima, and the south part was Honjo.","a0_010_0379","False","","",""
"Hazy_Script.txt:119","ふうん。","Huh.","a0_010_0380","False","","",""
"Hazy_Script.txt:120","……あ。興味ない？","Ah... Am I boring you?","a0_010_0381","False","","",""
"Hazy_Script.txt:121","おれは このあたりの会社に勤めてるだけで
住んでるわけじゃないからな。","Well, I'm not a local or anything.
I just work around here.","a0_010_0382","False","","",""
"Hazy_Script.txt:122","そっか。
じゃあ知らなくても 仕方ないか。","Oh! Then no wonder you didn't know.","a0_010_0383","False","","",""
"Hazy_Script.txt:123","……で その本所エリアに 江戸の昔から
伝わっている伝承が 《本所七不思議》ってわけ。","Well, the Seven Mysteries of Honjo is a legend
dating all the way back to the Edo period.","a0_010_0384","False","","",""
"Hazy_Script.txt:124","江戸時代から……？","Really? It's that old?","a0_010_0385","False","","",""
"Hazy_Script.txt:125","そんな 200年も昔から
ある話だったのか……。","That's, like...over two hundred years ago.","a0_010_0386","False","","",""
"Hazy_Script.txt:126","お。興味でてきた？","Oh! I've got your attention after all!","a0_010_0387","False","","",""
"Hazy_Script.txt:127","ああ。どうせ昨今の [c4]オカルトブーム[c0]に乗っかった
ポッと出の話なのだとばかり 思ってたから。","I just assumed it was one of those fake stories
made up to chase the [c4]occult craze[c0].","a0_010_0388","False","","",""
"Hazy_Script.txt:128","あはは。確かに 今 話題になってる怪談とか
不思議には そういう疑わしいのも あるよね。","Haha, I don't blame you. A lot of the popular
stories going around are pretty fishy.","a0_010_0389","False","","",""
"Hazy_Script.txt:129","でも……《本所七不思議》は ホンモノだよ！","But the Seven Mysteries of Honjo are different.
Because they're all true!","a0_010_0390","False","","",""
"Hazy_Script.txt:130","ホンモノ……？","They're true...?","a0_010_0391","False","","",""
"Hazy_Script.txt:131","うん ホンモノ。まじ まじ。","That's what I said! They're the real deal!","a0_010_0392","False","","",""
"Hazy_Script.txt:132","いや。七不思議の ホンモノって
どういう意味なんだ……？","So, hold on... What does that mean?","a0_010_0393","False","","",""
"Hazy_Script.txt:133","その 不思議な現象とやらが
実際に あの公園で起こるとでも……？","Are you telling me there's actually paranormal
stuff at work in this park?","a0_010_0394","False","","",""
"Hazy_Script.txt:134","うん そうそう。だいたい そんな感じ。","Yep! Pretty much!","a0_010_0395","False","","",""
"Hazy_Script.txt:135","でも……<u>まだ足りなかった</u>みたいだね。
あれだけやっても 何も出なかったから。","But there's got to be more to it. After all
I've done, I still haven't found a thing.","a0_010_0396","False","","",""
"Hazy_Script.txt:136","……それが 彼女
福永葉子との出会いだった。","That was the first time I met Yoko Fukunaga.","a0_010_0397","False","","",""
"Hazy_Script.txt:137","その後 彼女と連絡先を交換することになり
何度か 電話したり 会って話したりしたが……","We exchanged contact information, and we've talked
on the phone a few times since. We've even met in
person once or twice.","a0_010_0398","False","","",""
"Hazy_Script.txt:138","この本所七不思議の話題は 出なかったので
もう飽きたものとばかり 思っていた。","But she never brought up the Seven Mysteries of
Honjo again. I figured she'd gotten bored of it.","a0_010_0399","False","","",""
"Hazy_Script.txt:139","……が 今日になって急に その七不思議探しの
続きをやると言い出して ここに……","Until today, when all of a sudden she decided
to resume her search.","a0_010_0400","False","","",""
"Hazy_Script.txt:140","……って あれ？ 葉子さん？
どこいった？","Huh? Wait a second...
Where did Yoko go?","a0_010_0401","False","","",""
"Hazy_Script.txt:141","……おや？ こっちに向かってくる。","Oh, wait. She's coming back this way.","a0_010_0402","False","","",""
"Hazy_Script.txt:142","ねえ。今の……何？","Hey... What was that just now?","a0_010_0403","False","","",""
"Hazy_Script.txt:143","えっ……!?","Huh?","a0_010_0404","False","","",""
"Hazy_Script.txt:144","……なんか 聞こえなかった？","Didn't you hear that?","a0_010_0405","False","","",""
"Hazy_Script.txt:145","確かに……なんか聞こえたような
気もするけど どうだったかな……？","I did feel like I heard something...
I'm not too sure, though.","a0_010_0406","False","","",""
"Hazy_Script.txt:146","うーん……なんか 不穏な感じだね。","Hmm... That was creepy.","a0_010_0407","False","","",""
"Hazy_Script.txt:147","いや。特に 何も聞こえてないが。
……気のせいじゃないか？","No, I didn't hear anything.
You sure you didn't just imagine it?","a0_010_0408","False","","",""
"Hazy_Script.txt:148","そっか。気のせいか……。","Hmm... Maybe I did...","a0_010_0409","False","","",""
"Hazy_Script.txt:149","でも 興家くんは 素質あると思うから！
ちょっと 注意しといてね！","But your special talent! You should've been able
to hear it. Pay closer attention for me, okay?","a0_010_0410","False","","",""
"Hazy_Script.txt:150","素質……？ なんの話だ？","My special talent? What are you talking about?","a0_010_0411","False","","",""
"Hazy_Script.txt:151","え？ 霊感だけど。
そこそこ イケるクチだよね？","Huh? I mean your spirit sense. You look like
you can handle your liquor.","a0_010_0412","False","","",""
"Hazy_Script.txt:152","は？","Huh?","a0_010_0413","False","","",""
"Hazy_Script.txt:153","いや……そんな 強めのカクテルを勧めるとき
みたいに言われても……。気にしたことないが……。","I have no idea what drinking has to do with it,
but...I don't think so.","a0_010_0414","False","","",""
"Hazy_Script.txt:154","あれ。でもさ……","Hm? Well, you must.","a0_010_0415","False","","",""
"Hazy_Script.txt:155","<u>わたしの姿</u>は 見えてるんだよね？","I mean... You can see me, right?","a0_010_0416","False","","",""
"Hazy_Script.txt:156","えっ……!?","Huh?","a0_010_0417","False","","",""
"Hazy_Script.txt:157","最初から","Start from beginning","a0_020_0001","False","","",""
"Hazy_Script.txt:158","秘術と七不思議の関係は？","How is the Rite related to the Mysteries?","a0_020_0002","False","","",""
"Hazy_Script.txt:159","葉子さんに異変が…","Something's happening to Yoko...","a0_020_0003","False","","",""
"Hazy_Script.txt:160","電話ボックス","Telephone Booth","a0_020_0008","False","","",""
"Hazy_Script.txt:161","遊具","Playground","a0_020_0009","False","","",""
"Hazy_Script.txt:162","周囲","Surroundings","a0_020_0010","False","","",""
"Hazy_Script.txt:163","話す","Talk","a0_020_0011","False","","",""
"Hazy_Script.txt:164","福永葉子","Yoko Fukunaga","a0_020_0012","False","","",""
"Hazy_Script.txt:165","思い出す","Recall","a0_020_0013","False","","",""
"Hazy_Script.txt:166","霊感のこと","About spirit sense","a0_020_0014","False","","",""
"Hazy_Script.txt:167","本所七不思議のこと","About the Seven Mysteries of Honjo","a0_020_0015","False","","",""
"Hazy_Script.txt:168","蘇りの秘術のこと","About the Rite of Resurrection","a0_020_0016","False","","",""
"Hazy_Script.txt:169","お酒のこと","About alcohol","a0_020_0017","False","","",""
"Hazy_Script.txt:170","七不思議の数","""Seven"" Mysteries?","a0_020_0074","False","","",""
"Hazy_Script.txt:171","怪談なのこれ？","Are these really ghost stories?","a0_020_0075","False","","",""
"Hazy_Script.txt:172","どうして 秘術を探してた？","Why are you looking for the Rite?","a0_020_0143","False","","",""
"Hazy_Script.txt:173","七不思議と どういう関係が？","What's that got to do with the Seven Mysteries?","a0_020_0144","False","","",""
"Hazy_Script.txt:174","考える","Think","a0_020_0195","False","","",""
"Hazy_Script.txt:175","押せ！","Push!","a0_020_0196","False","","",""
"Hazy_Script.txt:176","諦めずに呼ぶ！","Keep yelling her name!","a0_020_0221","False","","",""
"Hazy_Script.txt:177","何もない！","There's nothing there!","a0_020_0225","False","","",""
"Hazy_Script.txt:178","★最初から","★","a0_020_0230","False","","",""
"Hazy_Script.txt:179","★秘術と不思議の関係は？","★","a0_020_0231","False","","",""
"Hazy_Script.txt:180","★葉子さんに異変が…","★","a0_020_0232","False","","",""
"Hazy_Script.txt:181","★葉子さんに異変が…（2周目）","★","a0_020_0233","False","","",""
"Hazy_Script.txt:182","★終了","★","a0_020_0234","False","","",""
"Hazy_Script.txt:183","<cspace=-4px><color=#ddd><font=""TELOP"">興家彰吾","<align=""center""><color=#ddd><cspace=-4px><font=""TELOP"">興家彰吾<cspace=0px>[x0.4]
<voffset=0.3em><font=""MAIN"">Shogo Okiie","a0_020_0442","False","","",""
"Hazy_Script.txt:184","<cspace=-4px><color=#ddd><font=""TELOP"">午前１時台","<color=#ddd><font=""TELOP""><cspace=-4px><voffset=-0.5em>1 a.m.","a0_020_0443","False","","",""
"Hazy_Script.txt:185","<cspace=-2px><color=#ddd><font=""TELOP"">[sruby-50]錦糸堀公園","<align=""center""><color=#ddd><cspace=-2px><font=""TELOP"">錦糸堀公園[x0.3]
<cspace=0px><font=""MAIN"">Kinshibori Park","a0_020_0444","False","","",""
"Hazy_Script.txt:186","いやいや。冗談だよね？","Wait, wait, wait. You're kidding, right?","a0_020_0445","False","","",""
"Hazy_Script.txt:187","なにが？","About what?","a0_020_0446","False","","",""
